考试ID,考试开始时间,考试类型,学科ID,学期ID
128983,2016/1/23 0:00,3,4,4
128973,2016/1/23 0:00,3,5,4
128902,2016/1/23 0:00,3,17,4
128294,2016/1/23 0:00,5,17,4
128778,2016/1/23 0:00,3,7,4
129075,2016/1/23 0:00,3,4,4
129055,2016/1/23 0:00,3,6,4
128354,2016/1/23 0:00,5,2,4
129098,2016/1/23 0:00,3,2,4
128829,2016/1/23 0:00,3,3,4
129082,2016/1/23 0:00,3,3,4
129049,2016/1/23 0:00,3,8,4
128308,2016/1/23 0:00,5,8,4
128307,2016/1/23 0:00,5,8,4
129087,2016/1/23 0:00,3,3,4
129083,2016/1/23 0:00,3,3,4
128348,2016/1/23 0:00,5,3,4
128340,2016/1/23 0:00,5,3,4
129080,2016/1/23 0:00,3,3,4
128341,2016/1/23 0:00,5,3,4
129062,2016/1/23 0:00,3,5,4
128338,2016/1/23 0:00,5,3,4
128793,2016/1/23 0:00,3,6,4
128337,2016/1/23 0:00,5,4,4
129077,2016/1/23 0:00,3,4,4
129090,2016/1/23 0:00,3,3,4
129060,2016/1/23 0:00,3,6,4
129073,2016/1/23 0:00,3,4,4
129056,2016/1/23 0:00,3,6,4
129054,2016/1/23 0:00,3,6,4
129078,2016/1/23 0:00,3,4,4
128335,2016/1/23 0:00,5,4,4
128333,2016/1/23 0:00,5,4,4
128313,2016/1/23 0:00,5,6,4
128312,2016/1/23 0:00,5,6,4
128331,2016/1/23 0:00,5,4,4
129088,2016/1/23 0:00,3,3,4
128314,2016/1/23 0:00,5,6,4
128318,2016/1/23 0:00,5,6,4
128336,2016/1/23 0:00,5,4,4
129106,2016/1/23 0:00,3,1,4
129104,2016/1/23 0:00,3,1,4
128364,2016/1/23 0:00,5,1,4
128362,2016/1/23 0:00,5,1,4
129085,2016/1/23 0:00,3,3,4
129053,2016/1/23 0:00,3,6,4
128316,2016/1/23 0:00,5,6,4
129097,2016/1/23 0:00,3,2,4
129110,2016/1/23 0:00,3,1,4
127310,2015/8/30 0:00,19,7,4
127324,2015/8/30 0:00,19,5,4
127346,2015/8/30 0:00,19,3,4
127343,2015/8/30 0:00,19,3,4
127322,2015/8/30 0:00,19,5,4
127314,2015/8/30 0:00,19,6,4
127315,2015/8/30 0:00,19,6,4
127328,2015/8/30 0:00,19,5,4
127358,2015/8/30 0:00,19,2,4
127355,2015/8/30 0:00,19,2,4
127341,2015/8/30 0:00,19,3,4
125037,2015/1/31 0:00,3,2,3
127007,2015/6/24 0:00,5,1,5
122233,2014/6/20 0:00,5,5,9
124632,2015/1/31 0:00,5,3,3
124995,2015/1/31 0:00,3,6,3
127344,2015/8/30 0:00,19,3,4
127313,2015/8/30 0:00,19,6,4
127339,2015/8/30 0:00,19,3,4
127134,2015/6/24 0:00,3,1,5
127332,2015/8/30 0:00,19,4,4
127345,2015/8/30 0:00,19,3,4
127337,2015/8/30 0:00,19,4,4
127360,2015/8/30 0:00,19,2,4
125009,2015/1/31 0:00,3,4,3
124548,2015/1/31 0:00,5,13,3
127342,2015/8/30 0:00,19,3,4
127329,2015/8/30 0:00,19,5,4
124595,2015/1/31 0:00,5,6,3
126860,2015/6/24 0:00,5,1,5
132972,2017/1/13 0:00,3,2,11
133521,2017/1/13 0:00,5,1,11
126993,2015/6/24 0:00,5,2,5
126989,2015/6/24 0:00,5,2,5
133607,2017/1/13 0:00,7,7,11
133597,2017/1/13 0:00,7,8,11
122286,2014/6/20 0:00,5,1,9
123936,2014/12/15 0:00,6,5,3
133557,2017/1/13 0:00,7,17,11
133644,2017/1/13 0:00,7,4,11
124602,2015/1/31 0:00,5,6,3
132936,2017/1/13 0:00,3,6,11
127327,2015/8/30 0:00,19,5,4
127336,2015/8/30 0:00,19,4,4
133522,2017/1/13 0:00,5,1,11
132806,2017/1/13 0:00,3,5,11
132795,2017/1/13 0:00,3,6,11
132700,2017/1/13 0:00,5,2,11
133494,2017/1/13 0:00,5,4,11
123842,2014/11/27 0:00,9,4,3
132953,2017/1/13 0:00,3,4,11
133634,2017/1/13 0:00,7,5,11
124318,2015/1/12 0:00,18,9,3
124326,2015/1/12 0:00,18,9,3
133624,2017/1/13 0:00,7,6,11
126997,2015/6/24 0:00,5,2,5
127338,2015/8/30 0:00,19,4,4
127233,2015/6/24 0:00,3,5,5
124603,2015/1/31 0:00,5,6,3
127335,2015/8/30 0:00,19,4,4
127330,2015/8/30 0:00,19,4,4
127348,2015/8/30 0:00,19,3,4
133614,2017/1/13 0:00,7,7,11
133639,2017/1/13 0:00,7,4,11
133513,2017/1/13 0:00,5,2,11
133629,2017/1/13 0:00,7,5,11
127274,2015/6/24 0:00,3,1,5
127282,2015/6/24 0:00,3,1,5
127353,2015/8/30 0:00,19,2,4
127352,2015/8/30 0:00,19,2,4
127351,2015/8/30 0:00,19,2,4
123861,2014/11/27 0:00,9,2,3
123924,2014/12/15 0:00,6,7,3
128813,2016/1/23 0:00,3,4,4
128801,2016/1/23 0:00,3,5,4
122251,2014/6/20 0:00,5,4,9
122280,2014/6/20 0:00,5,1,9
122104,2014/6/20 0:00,3,3,9
124931,2015/1/31 0:00,3,17,3
122112,2014/6/20 0:00,3,3,9
122252,2014/6/20 0:00,5,4,9
125019,2015/1/31 0:00,3,3,3
122234,2014/6/20 0:00,5,5,9
121546,2014/6/23 0:00,5,12,9
133646,2017/1/13 0:00,7,3,11
133493,2017/1/13 0:00,5,4,11
127008,2015/6/24 0:00,5,1,5
127273,2015/6/24 0:00,3,1,5
133619,2017/1/13 0:00,7,6,11
126787,2015/6/24 0:00,5,8,5
133609,2017/1/13 0:00,7,7,11
133599,2017/1/13 0:00,7,8,11
133559,2017/1/13 0:00,7,17,11
125033,2015/1/31 0:00,3,2,3
124539,2015/1/31 0:00,5,17,3
124546,2015/1/31 0:00,5,17,3
124636,2015/1/31 0:00,5,2,3
130611,2016/6/27 0:00,3,6,10
133664,2017/1/13 0:00,7,2,11
126534,2015/6/19 0:00,18,12,5
133618,2017/1/13 0:00,7,6,11
133608,2017/1/13 0:00,7,7,11
122269,2014/6/20 0:00,5,2,9
132919,2017/1/13 0:00,3,7,11
133675,2017/1/13 0:00,7,1,11
130625,2016/6/27 0:00,3,5,10
131149,2016/6/27 0:00,5,5,10
130589,2016/6/27 0:00,3,8,10
133663,2017/1/13 0:00,7,2,11
133653,2017/1/13 0:00,7,3,11
133643,2017/1/13 0:00,7,4,11
126862,2015/6/24 0:00,5,1,5
122265,2014/6/20 0:00,5,2,9
133633,2017/1/13 0:00,7,5,11
127340,2015/8/30 0:00,19,3,4
130762,2016/6/27 0:00,3,7,10
130763,2016/6/27 0:00,3,7,10
127320,2015/8/30 0:00,19,6,4
127318,2015/8/30 0:00,19,6,4
127334,2015/8/30 0:00,19,4,4
133495,2017/1/13 0:00,5,4,11
133622,2017/1/13 0:00,7,6,11
128789,2016/1/23 0:00,3,6,4
128777,2016/1/23 0:00,3,7,4
128765,2016/1/23 0:00,3,8,4
133514,2017/1/13 0:00,5,2,11
133623,2017/1/13 0:00,7,6,11
133670,2017/1/13 0:00,7,1,11
133658,2017/1/13 0:00,7,2,11
128717,2016/1/23 0:00,3,17,4
128814,2016/1/23 0:00,3,4,4
128802,2016/1/23 0:00,3,5,4
128790,2016/1/23 0:00,3,6,4
128766,2016/1/23 0:00,3,8,4
128718,2016/1/23 0:00,3,17,4
128852,2016/1/23 0:00,3,1,4
128840,2016/1/23 0:00,3,2,4
128828,2016/1/23 0:00,3,3,4
128816,2016/1/23 0:00,3,4,4
128851,2016/1/23 0:00,3,1,4
128839,2016/1/23 0:00,3,2,4
128827,2016/1/23 0:00,3,3,4
128815,2016/1/23 0:00,3,4,4
128803,2016/1/23 0:00,3,5,4
128791,2016/1/23 0:00,3,6,4
128779,2016/1/23 0:00,3,7,4
128767,2016/1/23 0:00,3,8,4
128719,2016/1/23 0:00,3,17,4
128853,2016/1/23 0:00,3,1,4
128841,2016/1/23 0:00,3,2,4
128804,2016/1/23 0:00,3,5,4
128792,2016/1/23 0:00,3,6,4
128780,2016/1/23 0:00,3,7,4
128768,2016/1/23 0:00,3,8,4
128720,2016/1/23 0:00,3,17,4
128721,2016/1/23 0:00,3,17,4
128686,2016/1/23 0:00,5,1,4
128674,2016/1/23 0:00,5,2,4
128662,2016/1/23 0:00,5,3,4
128650,2016/1/23 0:00,5,4,4
128638,2016/1/23 0:00,5,5,4
128626,2016/1/23 0:00,5,6,4
128614,2016/1/23 0:00,5,7,4
128602,2016/1/23 0:00,5,8,4
128984,2016/1/23 0:00,3,4,4
128974,2016/1/23 0:00,3,5,4
128964,2016/1/23 0:00,3,6,4
128954,2016/1/23 0:00,3,7,4
128944,2016/1/23 0:00,3,8,4
128894,2016/1/23 0:00,3,17,4
128855,2016/1/23 0:00,3,59,4
129023,2016/1/23 0:00,3,1,4
129013,2016/1/23 0:00,3,2,4
129003,2016/1/23 0:00,3,3,4
128895,2016/1/23 0:00,3,17,4
128856,2016/1/23 0:00,3,59,4
128952,2016/1/23 0:00,3,8,4
128999,2016/1/23 0:00,3,3,4
128988,2016/1/23 0:00,3,4,4
128978,2016/1/23 0:00,3,5,4
128968,2016/1/23 0:00,3,6,4
128958,2016/1/23 0:00,3,7,4
128948,2016/1/23 0:00,3,8,4
128898,2016/1/23 0:00,3,17,4
128859,2016/1/23 0:00,3,59,4
128979,2016/1/23 0:00,3,5,4
128969,2016/1/23 0:00,3,6,4
128959,2016/1/23 0:00,3,7,4
128949,2016/1/23 0:00,3,8,4
128899,2016/1/23 0:00,3,17,4
129021,2016/1/23 0:00,3,1,4
129011,2016/1/23 0:00,3,2,4
129001,2016/1/23 0:00,3,3,4
128990,2016/1/23 0:00,3,4,4
128980,2016/1/23 0:00,3,5,4
128970,2016/1/23 0:00,3,6,4
128960,2016/1/23 0:00,3,7,4
128950,2016/1/23 0:00,3,8,4
128900,2016/1/23 0:00,3,17,4
128861,2016/1/23 0:00,3,59,4
128862,2016/1/23 0:00,3,59,4
128532,2016/1/23 0:00,5,1,4
128522,2016/1/23 0:00,5,2,4
128511,2016/1/23 0:00,5,3,4
129017,2016/1/23 0:00,3,1,4
129007,2016/1/23 0:00,3,2,4
128996,2016/1/23 0:00,3,3,4
128986,2016/1/23 0:00,3,4,4
128976,2016/1/23 0:00,3,5,4
128966,2016/1/23 0:00,3,6,4
128956,2016/1/23 0:00,3,7,4
128946,2016/1/23 0:00,3,8,4
128896,2016/1/23 0:00,3,17,4
128857,2016/1/23 0:00,3,59,4
128987,2016/1/23 0:00,3,4,4
128977,2016/1/23 0:00,3,5,4
128967,2016/1/23 0:00,3,6,4
128957,2016/1/23 0:00,3,7,4
128947,2016/1/23 0:00,3,8,4
128897,2016/1/23 0:00,3,17,4
128858,2016/1/23 0:00,3,59,4
128471,2016/1/23 0:00,5,7,4
128461,2016/1/23 0:00,5,8,4
128411,2016/1/23 0:00,5,17,4
128372,2016/1/23 0:00,5,59,4
128533,2016/1/23 0:00,5,1,4
128523,2016/1/23 0:00,5,2,4
128512,2016/1/23 0:00,5,3,4
128502,2016/1/23 0:00,5,4,4
128492,2016/1/23 0:00,5,5,4
128482,2016/1/23 0:00,5,6,4
128472,2016/1/23 0:00,5,7,4
128462,2016/1/23 0:00,5,8,4
128412,2016/1/23 0:00,5,17,4
128373,2016/1/23 0:00,5,59,4
128534,2016/1/23 0:00,5,1,4
128524,2016/1/23 0:00,5,2,4
128513,2016/1/23 0:00,5,3,4
128413,2016/1/23 0:00,5,17,4
128539,2016/1/23 0:00,5,1,4
128374,2016/1/23 0:00,5,59,4
128531,2016/1/23 0:00,5,2,4
128521,2016/1/23 0:00,5,3,4
128510,2016/1/23 0:00,5,4,4
128500,2016/1/23 0:00,5,5,4
128381,2016/1/23 0:00,5,59,4
128490,2016/1/23 0:00,5,6,4
128480,2016/1/23 0:00,5,7,4
128470,2016/1/23 0:00,5,8,4
130672,2016/6/27 0:00,3,1,10
130660,2016/6/27 0:00,3,2,10
130640,2016/6/27 0:00,3,4,10
128420,2016/1/23 0:00,5,17,4
129502,2016/4/25 0:00,2,4,10
129456,2016/4/25 0:00,2,8,10
129544,2016/4/25 0:00,2,59,10
128529,2016/1/23 0:00,5,2,4
122090,2014/6/20 0:00,3,5,9
122116,2014/6/20 0:00,3,2,9
128519,2016/1/23 0:00,5,3,4
128508,2016/1/23 0:00,5,4,4
130649,2016/6/27 0:00,3,3,10
130638,2016/6/27 0:00,3,4,10
130627,2016/6/27 0:00,3,5,10
130669,2016/6/27 0:00,3,1,10
130657,2016/6/27 0:00,3,2,10
130647,2016/6/27 0:00,3,3,10
130635,2016/6/27 0:00,3,4,10
122133,2014/6/20 0:00,3,1,9
130624,2016/6/27 0:00,3,5,10
128498,2016/1/23 0:00,5,5,4
127359,2015/8/30 0:00,19,2,4
127349,2015/8/30 0:00,19,3,4
133648,2017/1/13 0:00,7,3,11
132528,2017/1/13 0:00,5,7,11
132518,2017/1/13 0:00,5,8,11
133638,2017/1/13 0:00,7,4,11
128488,2016/1/23 0:00,5,6,4
128478,2016/1/23 0:00,5,7,4
128496,2016/1/23 0:00,5,5,4
128486,2016/1/23 0:00,5,6,4
129545,2016/4/25 0:00,2,59,10
126559,2015/6/19 0:00,18,9,5
126560,2015/6/19 0:00,18,9,5
126854,2015/6/24 0:00,5,2,5
126554,2015/6/19 0:00,18,9,5
126377,2015/6/19 0:00,18,9,5
129506,2016/4/25 0:00,2,4,10
129495,2016/4/25 0:00,2,5,10
129505,2016/4/25 0:00,2,4,10
129494,2016/4/25 0:00,2,5,10
130612,2016/6/27 0:00,3,6,10
127364,2015/8/30 0:00,19,1,4
127362,2015/8/30 0:00,19,1,4
127371,2015/8/30 0:00,19,1,4
131132,2016/6/27 0:00,5,6,10
131133,2016/6/27 0:00,5,6,10
130194,2016/6/8 0:00,5,11,10
130915,2016/6/27 0:00,5,59,10
130189,2016/6/8 0:00,5,12,10
130923,2016/6/27 0:00,5,59,10
130924,2016/6/27 0:00,5,59,10
130184,2016/6/8 0:00,5,12,10
130590,2016/6/27 0:00,3,8,10
132924,2017/1/13 0:00,3,7,11
133641,2017/1/13 0:00,7,4,11
127370,2015/8/30 0:00,19,1,4
133504,2017/1/13 0:00,5,3,11
127331,2015/8/30 0:00,19,4,4
132923,2017/1/13 0:00,3,7,11
133465,2017/1/13 0:00,5,7,11
133529,2017/1/13 0:00,5,1,11
127316,2015/8/30 0:00,19,6,4
127366,2015/8/30 0:00,19,1,4
133466,2017/1/13 0:00,5,7,11
133461,2017/1/13 0:00,5,7,11
132922,2017/1/13 0:00,3,7,11
132920,2017/1/13 0:00,3,7,11
127531,2015/11/2 0:00,2,5,4
127730,2015/11/2 0:00,2,1,4
127726,2015/11/2 0:00,2,1,4
127317,2015/8/30 0:00,19,6,4
129483,2016/4/25 0:00,2,6,10
127367,2015/8/30 0:00,19,1,4
127365,2015/8/30 0:00,19,1,4
129472,2016/4/25 0:00,2,7,10
128476,2016/1/23 0:00,5,7,4
133628,2017/1/13 0:00,7,5,11
127361,2015/8/30 0:00,19,1,4
130546,2016/6/27 0:00,3,17,10
129461,2016/4/25 0:00,2,8,10
129417,2016/4/25 0:00,2,17,10
128466,2016/1/23 0:00,5,8,4
133464,2017/1/13 0:00,5,7,11
127129,2015/6/24 0:00,3,2,5
127571,2015/11/2 0:00,2,1,4
130680,2016/6/27 0:00,3,59,10
130586,2016/6/27 0:00,3,8,10
130658,2016/6/27 0:00,3,2,10
128416,2016/1/23 0:00,5,17,4
128377,2016/1/23 0:00,5,59,4
133598,2017/1/13 0:00,7,8,11
133558,2017/1/13 0:00,7,17,11
129497,2016/4/25 0:00,2,5,10
127172,2015/6/24 0:00,3,17,5
126472,2015/6/19 0:00,18,11,5
127183,2015/6/24 0:00,3,13,5
132963,2017/1/13 0:00,3,3,11
128538,2016/1/23 0:00,5,1,4
127312,2015/8/30 0:00,19,6,4
127347,2015/8/30 0:00,19,3,4
129739,2016/5/3 0:00,6,4,10
129734,2016/5/3 0:00,6,4,10
132842,2017/1/13 0:00,3,2,11
133613,2017/1/13 0:00,7,7,11
133603,2017/1/13 0:00,7,8,11
127732,2015/11/2 0:00,2,1,4
128528,2016/1/23 0:00,5,2,4
132814,2017/1/13 0:00,3,4,11
132964,2017/1/13 0:00,3,3,11
126836,2015/6/24 0:00,5,3,5
128518,2016/1/23 0:00,5,3,4
128507,2016/1/23 0:00,5,4,4
132664,2017/1/13 0:00,5,5,11
132653,2017/1/13 0:00,5,6,11
132691,2017/1/13 0:00,5,2,11
130641,2016/6/27 0:00,3,4,10
129796,2016/5/10 0:00,5,9,10
129732,2016/5/3 0:00,6,4,10
129728,2016/5/3 0:00,6,5,10
133563,2017/1/13 0:00,7,17,11
128497,2016/1/23 0:00,5,5,4
127523,2015/11/2 0:00,2,6,4
133419,2017/1/13 0:00,5,17,11
132873,2017/1/13 0:00,3,17,11
132977,2017/1/13 0:00,3,2,11
132987,2017/1/13 0:00,3,1,11
126469,2015/6/19 0:00,18,11,5
126553,2015/6/19 0:00,18,9,5
128487,2016/1/23 0:00,5,6,4
128537,2016/1/23 0:00,5,1,4
132552,2017/1/13 0:00,5,4,11
131059,2016/6/27 0:00,5,1,10
131060,2016/6/27 0:00,5,1,10
131161,2016/6/27 0:00,5,4,10
127524,2015/11/2 0:00,2,6,4
127369,2015/8/30 0:00,19,1,4
132542,2017/1/13 0:00,5,5,11
133660,2017/1/13 0:00,7,2,11
133636,2017/1/13 0:00,7,4,11
127368,2015/8/30 0:00,19,1,4
128527,2016/1/23 0:00,5,2,4
133626,2017/1/13 0:00,7,5,11
133604,2017/1/13 0:00,7,8,11
133505,2017/1/13 0:00,5,3,11
128368,2016/1/23 0:00,5,1,4
127325,2015/8/30 0:00,19,5,4
127363,2015/8/30 0:00,19,1,4
127350,2015/8/30 0:00,19,2,4
128517,2016/1/23 0:00,5,3,4
129789,2016/5/10 0:00,5,9,10
129772,2016/5/3 0:00,6,1,10
129714,2016/5/3 0:00,6,6,10
133655,2017/1/13 0:00,7,2,11
133564,2017/1/13 0:00,7,17,11
128506,2016/1/23 0:00,5,4,4
127356,2015/8/30 0:00,19,2,4
130604,2016/6/27 0:00,3,7,10
131118,2016/6/27 0:00,5,8,10
129730,2016/5/3 0:00,6,5,10
128468,2016/1/23 0:00,5,8,4
128418,2016/1/23 0:00,5,17,4
126548,2015/6/19 0:00,18,11,5
126479,2015/6/19 0:00,18,12,5
132938,2017/1/13 0:00,3,6,11
133674,2017/1/13 0:00,7,1,11
127856,2015/12/17 0:00,9,1,4
131110,2016/6/27 0:00,5,8,10
130613,2016/6/27 0:00,3,6,10
128379,2016/1/23 0:00,5,59,4
133662,2017/1/13 0:00,7,2,11
133652,2017/1/13 0:00,7,3,11
132516,2017/1/13 0:00,5,8,11
132655,2017/1/13 0:00,5,6,11
132633,2017/1/13 0:00,5,8,11
129695,2016/5/3 0:00,6,57,10
129786,2016/5/10 0:00,5,9,10
129731,2016/5/3 0:00,6,4,10
127850,2015/12/17 0:00,9,2,4
126475,2015/6/19 0:00,18,12,5
126543,2015/6/19 0:00,18,11,5
132698,2017/1/13 0:00,5,2,11
128540,2016/1/23 0:00,5,1,4
127832,2015/12/17 0:00,9,3,4
133596,2017/1/13 0:00,7,8,11
131006,2016/6/27 0:00,5,6,10
128477,2016/1/23 0:00,5,7,4
126480,2015/6/19 0:00,18,12,5
133512,2017/1/13 0:00,5,2,11
130591,2016/6/27 0:00,3,8,10
130547,2016/6/27 0:00,3,17,10
128467,2016/1/23 0:00,5,8,4
130006,2016/5/25 0:00,9,17,10
130022,2016/5/25 0:00,9,6,10
128417,2016/1/23 0:00,5,17,4
127843,2015/12/17 0:00,9,3,4
127813,2015/12/17 0:00,9,6,4
133462,2017/1/13 0:00,5,7,11
130671,2016/6/27 0:00,3,1,10
133556,2017/1/13 0:00,7,17,11
133673,2017/1/13 0:00,7,1,11
128378,2016/1/23 0:00,5,59,4
126544,2015/6/19 0:00,18,11,5
127811,2015/12/17 0:00,9,6,4
132537,2017/1/13 0:00,5,6,11
132527,2017/1/13 0:00,5,7,11
133661,2017/1/13 0:00,7,2,11
126481,2015/6/19 0:00,18,12,5
126482,2015/6/19 0:00,18,12,5
132570,2017/1/13 0:00,5,2,11
133416,2017/1/13 0:00,5,17,11
133651,2017/1/13 0:00,7,3,11
130659,2016/6/27 0:00,3,2,10
128469,2016/1/23 0:00,5,8,4
133454,2017/1/13 0:00,5,8,11
126477,2015/6/19 0:00,18,12,5
130027,2016/5/25 0:00,9,6,10
127834,2015/12/17 0:00,9,3,4
127842,2015/12/17 0:00,9,3,4
133611,2017/1/13 0:00,7,7,11
130026,2016/5/25 0:00,9,6,10
130049,2016/5/25 0:00,9,3,10
127236,2015/6/24 0:00,3,5,5
128419,2016/1/23 0:00,5,17,4
127838,2015/12/17 0:00,9,3,4
127841,2015/12/17 0:00,9,3,4
128380,2016/1/23 0:00,5,59,4
133601,2017/1/13 0:00,7,8,11
133656,2017/1/13 0:00,7,2,11
130648,2016/6/27 0:00,3,3,10
127822,2015/12/17 0:00,9,5,4
127820,2015/12/17 0:00,9,5,4
126484,2015/6/19 0:00,18,12,5
132875,2017/1/13 0:00,3,17,11
127237,2015/6/24 0:00,3,5,5
133561,2017/1/13 0:00,7,17,11
127835,2015/12/17 0:00,9,3,4
127829,2015/12/17 0:00,9,4,4
132876,2017/1/13 0:00,3,17,11
129173,2016/3/24 0:00,7,5,10
133612,2017/1/13 0:00,7,7,11
130200,2016/6/8 0:00,5,11,10
130197,2016/6/8 0:00,5,11,10
128177,2016/1/12 0:00,5,9,4
126376,2015/6/19 0:00,18,9,5
132877,2017/1/13 0:00,3,17,11
133602,2017/1/13 0:00,7,8,11
133562,2017/1/13 0:00,7,17,11
132852,2017/1/13 0:00,3,1,11
129174,2016/3/24 0:00,7,5,10
129166,2016/3/24 0:00,7,6,10
129208,2016/3/24 0:00,7,2,10
129051,2016/1/23 0:00,3,7,4
126958,2015/6/24 0:00,5,6,5
127234,2015/6/24 0:00,3,5,5
133468,2017/1/13 0:00,5,7,11
130202,2016/6/8 0:00,5,11,10
130626,2016/6/27 0:00,3,5,10
130614,2016/6/27 0:00,3,6,10
128535,2016/1/23 0:00,5,1,4
128525,2016/1/23 0:00,5,2,4
132834,2017/1/13 0:00,3,3,11
126383,2015/6/19 0:00,18,9,5
128514,2016/1/23 0:00,5,3,4
131126,2016/6/27 0:00,5,7,10
126483,2015/6/19 0:00,18,12,5
126954,2015/6/24 0:00,5,6,5
132962,2017/1/13 0:00,3,3,11
133463,2017/1/13 0:00,5,7,11
128504,2016/1/23 0:00,5,4,4
126979,2015/6/24 0:00,5,3,5
126899,2015/6/24 0:00,5,17,5
126982,2015/6/24 0:00,5,3,5
132823,2017/1/13 0:00,3,4,11
127839,2015/12/17 0:00,9,3,4
128494,2016/1/23 0:00,5,5,4
128484,2016/1/23 0:00,5,6,4
130592,2016/6/27 0:00,3,8,10
133672,2017/1/13 0:00,7,1,11
128474,2016/1/23 0:00,5,7,4
126378,2015/6/19 0:00,18,9,5
132801,2017/1/13 0:00,3,6,11
132779,2017/1/13 0:00,3,8,11
126999,2015/6/24 0:00,5,1,5
128464,2016/1/23 0:00,5,8,4
127827,2015/12/17 0:00,9,4,4
128414,2016/1/23 0:00,5,17,4
133451,2017/1/13 0:00,5,8,11
133452,2017/1/13 0:00,5,8,11
130548,2016/6/27 0:00,3,17,10
132746,2017/1/13 0:00,3,17,11
132858,2017/1/13 0:00,3,1,11
127857,2015/12/17 0:00,9,1,4
127824,2015/12/17 0:00,9,4,4
126985,2015/6/24 0:00,5,3,5
132844,2017/1/13 0:00,3,2,11
132833,2017/1/13 0:00,3,3,11
127833,2015/12/17 0:00,9,3,4
127862,2015/12/17 0:00,9,1,4
132822,2017/1/13 0:00,3,4,11
127864,2015/12/17 0:00,9,1,4
128375,2016/1/23 0:00,5,59,4
128536,2016/1/23 0:00,5,1,4
132811,2017/1/13 0:00,3,5,11
132800,2017/1/13 0:00,3,6,11
130615,2016/6/27 0:00,3,6,10
127865,2015/12/17 0:00,9,1,4
129130,2016/1/12 0:00,5,11,4
132789,2017/1/13 0:00,3,7,11
132778,2017/1/13 0:00,3,8,11
132669,2017/1/13 0:00,5,4,11
127272,2015/6/24 0:00,3,2,5
128526,2016/1/23 0:00,5,2,4
132735,2017/1/13 0:00,3,59,11
127106,2015/6/24 0:00,3,4,5
126959,2015/6/24 0:00,5,5,5
132855,2017/1/13 0:00,3,1,11
132841,2017/1/13 0:00,3,2,11
128515,2016/1/23 0:00,5,3,4
128505,2016/1/23 0:00,5,4,4
128495,2016/1/23 0:00,5,5,4
132830,2017/1/13 0:00,3,3,11
129129,2016/1/12 0:00,5,11,4
127239,2015/6/24 0:00,3,5,5
126990,2015/6/24 0:00,5,2,5
126827,2015/6/24 0:00,5,4,5
126561,2015/6/19 0:00,18,9,5
128485,2016/1/23 0:00,5,6,4
132874,2017/1/13 0:00,3,17,11
132961,2017/1/13 0:00,3,3,11
132688,2017/1/13 0:00,5,3,11
131282,2016/9/19 0:00,7,4,11
131272,2016/9/19 0:00,7,5,11
131262,2016/9/19 0:00,7,6,11
131252,2016/9/19 0:00,7,7,11
131242,2016/9/19 0:00,7,8,11
131222,2016/9/19 0:00,7,17,11
131212,2016/9/19 0:00,7,59,11
131296,2016/9/19 0:00,7,3,11
131286,2016/9/19 0:00,7,4,11
131294,2016/9/19 0:00,7,3,11
131284,2016/9/19 0:00,7,4,11
131274,2016/9/19 0:00,7,5,11
131264,2016/9/19 0:00,7,6,11
131254,2016/9/19 0:00,7,7,11
131244,2016/9/19 0:00,7,8,11
131224,2016/9/19 0:00,7,17,11
131214,2016/9/19 0:00,7,59,11
131300,2016/9/19 0:00,7,3,11
131290,2016/9/19 0:00,7,4,11
131280,2016/9/19 0:00,7,5,11
131266,2016/9/19 0:00,7,6,11
131256,2016/9/19 0:00,7,7,11
131246,2016/9/19 0:00,7,8,11
131226,2016/9/19 0:00,7,17,11
131216,2016/9/19 0:00,7,59,11
131295,2016/9/19 0:00,7,3,11
131285,2016/9/19 0:00,7,4,11
131275,2016/9/19 0:00,7,5,11
131265,2016/9/19 0:00,7,6,11
131255,2016/9/19 0:00,7,7,11
131245,2016/9/19 0:00,7,8,11
131225,2016/9/19 0:00,7,17,11
131215,2016/9/19 0:00,7,59,11
131301,2016/9/19 0:00,7,3,11
131291,2016/9/19 0:00,7,4,11
131281,2016/9/19 0:00,7,5,11
131270,2016/9/19 0:00,7,6,11
131260,2016/9/19 0:00,7,7,11
131250,2016/9/19 0:00,7,8,11
131230,2016/9/19 0:00,7,17,11
131220,2016/9/19 0:00,7,59,11
131271,2016/9/19 0:00,7,6,11
131261,2016/9/19 0:00,7,7,11
130646,2016/6/27 0:00,3,3,10
131048,2016/6/27 0:00,5,2,10
131160,2016/6/27 0:00,5,4,10
130776,2016/6/27 0:00,3,5,10
131177,2016/6/27 0:00,5,2,10
131199,2016/6/27 0:00,5,1,10
131187,2016/6/27 0:00,5,2,10
130756,2016/6/27 0:00,3,7,10
131053,2016/6/27 0:00,5,2,10
131176,2016/6/27 0:00,5,3,10
130670,2016/6/27 0:00,3,1,10
131165,2016/6/27 0:00,5,4,10
130916,2016/6/27 0:00,5,59,10
131136,2016/6/27 0:00,5,6,10
131071,2016/6/27 0:00,5,17,10
130921,2016/6/27 0:00,5,59,10
131033,2016/6/27 0:00,5,4,10
126223,2015/5/25 0:00,9,1,5
126219,2015/5/25 0:00,9,2,5
131129,2016/6/27 0:00,5,7,10
131186,2016/6/27 0:00,5,2,10
131056,2016/6/27 0:00,5,1,10
131061,2016/6/27 0:00,5,1,10
131014,2016/6/27 0:00,5,6,10
131175,2016/6/27 0:00,5,3,10
