考勤ID,考勤类型ID,学生ID,时间
130298,9900300,12528,2016/9/19 16:50
130314,9900300,12830,2016/9/19 16:52
141966,9900400,14280,2018/12/26 12:51
141969,9900500,14280,2018/12/26 13:58
141997,9900100,14081,2018/12/25 7:30
142164,9900400,14331,2019/1/4 13:38
142083,9900200,14331,2018/12/29 7:24
112256,300100,12294,2014/1/3 6:40
112386,300100,12012,2014/1/3 6:47
112527,300200,12317,2014/1/3 10:10
112615,300100,12322,2014/1/7 6:23
112644,300100,12294,2014/1/7 6:35
130914,9900200,13021,2016/12/28 7:52
130836,9900200,12990,2016/12/15 7:37
130837,9900200,13006,2016/12/15 7:37
130915,9900100,12990,2016/12/28 7:52
130877,9900100,12990,2016/12/20 7:30
131603,9900100,13896,2017/6/20 7:28
131641,9900300,13929,2017/6/28 11:09
131461,9900100,13583,2017/4/28 7:29
131477,9900200,12895,2017/5/4 7:25
131711,9900300,13929,2017/6/29 11:58
131687,9900300,13583,2017/6/29 11:26
131688,9900200,13583,2017/6/29 11:26
131689,9900300,13583,2017/6/29 11:26
131762,9900300,13757,2017/6/30 10:42
131956,9900300,13568,2017/9/21 15:09
131963,9900300,13555,2017/9/21 15:14
132001,9900300,13711,2017/9/21 16:34
132036,9900300,13650,2017/9/21 16:38
132046,9900300,13534,2017/9/21 16:40
132050,9900300,13615,2017/9/21 16:40
132135,9900300,13861,2017/9/21 16:47
132136,9900300,13509,2017/9/21 16:47
132330,9900300,13509,2017/9/22 15:17
132257,9900300,13928,2017/9/22 15:05
132264,9900200,13534,2017/9/22 15:07
132265,9900300,13534,2017/9/22 15:07
132295,9900200,13568,2017/9/22 15:11
132296,9900300,13568,2017/9/22 15:11
132306,9900300,13818,2017/9/22 15:13
132219,9900300,13861,2017/9/22 10:45
132290,9900300,13529,2017/9/22 15:10
132291,9900300,13922,2017/9/22 15:10
132347,9900300,13711,2017/9/22 15:20
132355,9900300,13926,2017/9/22 15:23
132356,9900300,13926,2017/9/22 15:23
132370,9900300,13861,2017/9/22 15:36
132399,9900200,13650,2017/10/7 6:55
132411,9900200,13006,2017/10/10 7:35
132412,9900200,12990,2017/10/10 7:35
132426,9900100,12990,2017/10/11 7:35
132510,9900300,13711,2017/10/17 10:07
132536,9900300,13922,2017/10/17 15:05
130052,9900200,12950,2016/6/14 8:28
140627,9900400,14355,2018/11/15 15:49
140757,9900400,14060,2018/11/21 14:05
140807,9900400,14355,2018/11/23 14:04
140808,9900400,14060,2018/11/23 14:06
142663,9900400,14355,2019/1/19 12:25
142664,9900400,14214,2019/1/19 12:25
139279,9900400,14027,2018/9/30 6:41
139291,9900500,14027,2018/9/30 6:50
141518,9900200,15621,2018/12/14 7:22
141993,9900400,14355,2018/12/27 14:51
142107,9900400,14214,2018/12/29 14:00
139318,9900200,15484,2018/9/30 7:14
130196,9900300,12771,2016/9/19 16:37
130246,9900300,12816,2016/9/19 16:42
130280,9900300,12635,2016/9/19 16:46
130909,9900100,13958,2016/12/28 7:30
131221,9900300,13685,2017/4/24 11:35
131244,9900300,13822,2017/4/24 14:43
142101,9900400,14060,2018/12/29 12:20
131172,9900100,12630,2017/3/30 7:30
131264,9900300,13638,2017/4/25 11:36
131359,9900300,13952,2017/4/26 16:49
131362,9900300,14148,2017/4/26 16:50
131379,9900300,14214,2017/4/26 16:52
131428,9900300,13958,2017/4/26 16:58
131532,9900100,12630,2017/5/23 7:28
111990,300100,12105,2014/1/2 6:46
112099,300200,12052,2014/1/2 10:08
112170,300200,12040,2014/1/2 10:11
112135,300200,11194,2014/1/2 10:10
112137,300200,11186,2014/1/2 10:10
112369,300100,12105,2014/1/3 6:46
112353,300100,12040,2014/1/3 6:45
112411,300100,12076,2014/1/3 6:49
131962,9900300,13614,2017/9/21 15:14
132005,9900300,13567,2017/9/21 16:34
132032,9900300,13820,2017/9/21 16:38
132047,9900300,13684,2017/9/21 16:40
132266,9900300,13684,2017/9/22 15:07
132272,9900300,13820,2017/9/22 15:07
132222,9900300,13914,2017/9/22 10:45
132335,9900300,13643,2017/9/22 15:18
132336,9900300,13877,2017/9/22 15:18
132337,9900300,13877,2017/9/22 15:18
132344,9900300,13598,2017/9/22 15:20
132367,9900300,13606,2017/9/22 15:31
132459,9900300,13820,2017/10/16 10:07
132591,9900300,13877,2017/10/17 15:19
132369,9900300,13914,2017/9/22 15:35
132382,9900200,13914,2017/9/27 7:12
132400,9900200,13606,2017/10/7 6:57
132420,9900100,13013,2017/10/10 7:35
128182,100100,12015,2015/3/25 7:29
128194,100100,12015,2015/3/27 7:29
137310,9900500,13497,2018/5/31 11:58
111836,300100,10896,2014/1/2 6:35
111845,300100,11330,2014/1/2 6:37
112040,100100,10977,2014/1/2 7:31
112041,100100,10977,2014/1/2 7:31
112219,300100,10896,2014/1/3 6:36
112311,300100,11330,2014/1/3 6:43
112623,300100,10896,2014/1/7 6:30
112674,300100,11330,2014/1/7 6:37
112902,200100,11276,2014/1/8 7:30
112940,100100,10977,2014/1/13 7:30
112941,100100,10977,2014/1/13 7:30
112938,100100,10978,2014/1/13 7:29
113474,100100,11347,2014/2/17 8:13
113475,100100,11347,2014/2/17 8:13
113480,200100,10978,2014/2/18 7:29
113481,100100,11276,2014/2/18 7:29
129107,9900200,12176,2015/10/10 7:23
129225,9900100,12176,2015/11/17 7:27
141180,9900400,14249,2018/12/4 6:32
141233,9900400,14249,2018/12/6 6:38
141278,9900400,14788,2018/12/7 12:26
141282,9900500,14788,2018/12/7 12:33
141181,9900500,14249,2018/12/4 6:36
141367,9900400,14144,2018/12/7 16:23
141236,9900500,14249,2018/12/6 6:42
141250,9900400,14144,2018/12/6 14:48
141413,9900100,13968,2018/12/10 7:30
141547,9900400,14144,2018/12/14 16:28
141712,9900500,14249,2018/12/20 7:18
141667,9900400,14361,2018/12/18 16:01
141707,9900400,14249,2018/12/20 6:59
142648,9900100,14361,2019/1/16 7:30
138861,9900200,14095,2018/9/21 7:06
138892,9900400,14095,2018/9/21 9:40
138912,9900400,14327,2018/9/21 9:46
138912,9900400,14435,2018/9/21 9:46
138913,9900400,14174,2018/9/21 9:46
138918,9900400,14313,2018/9/21 10:09
141525,9900100,13968,2018/12/14 7:26
141726,9900400,14361,2018/12/20 16:13
142076,9900200,14174,2018/12/29 7:21
141938,9900400,14361,2018/12/25 15:51
142106,9900500,15497,2018/12/29 12:48
142166,9900400,14361,2019/1/4 14:04
142100,9900400,15497,2018/12/29 11:52
142139,9900200,13968,2019/1/3 7:28
142373,9900400,14361,2019/1/9 12:34
142336,9900100,13968,2019/1/8 7:27
129935,9900100,13837,2016/4/29 7:33
129908,9900100,13608,2016/4/20 7:29
130091,9900300,13675,2016/8/23 12:42
130917,9900100,13570,2016/12/28 7:52
130918,9900100,13570,2016/12/28 8:19
130963,9900100,13642,2017/1/6 7:32
131237,9900300,13591,2017/4/24 14:39
131247,9900300,13546,2017/4/24 14:45
138963,9900400,15945,2018/9/21 15:03
139078,9900400,15910,2018/9/23 17:27
138867,9900200,14161,2018/9/21 7:22
138869,9900200,14078,2018/9/21 7:26
142652,9900100,14053,2019/1/18 7:30
142639,9900100,14758,2019/1/19 7:38
138761,9900200,15617,2018/9/19 7:06
138855,9900500,14252,2018/9/21 6:54
138889,9900400,14252,2018/9/21 9:39
138939,9900100,14130,2018/9/21 11:49
138941,9900400,14130,2018/9/21 11:50
138996,9900400,14347,2018/9/21 15:13
138997,9900400,14281,2018/9/21 15:13
138843,9900400,14252,2018/9/21 6:47
139100,9900400,14252,2018/9/25 6:37
138985,9900200,14260,2018/9/21 15:12
139164,9900400,14260,2018/9/26 19:15
139103,9900500,14252,2018/9/25 6:45
139233,9900400,14252,2018/9/29 6:41
139245,9900500,14252,2018/9/29 6:50
139280,9900400,14252,2018/9/30 6:41
139289,9900400,14252,2018/9/30 6:50
139290,9900500,14252,2018/9/30 6:50
139465,9900500,14252,2018/10/11 7:04
141528,9900100,14106,2018/12/14 7:27
141634,9900100,14179,2018/12/17 7:27
141899,9900400,14252,2018/12/25 6:44
141509,9900500,14252,2018/12/14 6:59
141654,9900100,14179,2018/12/18 7:27
141876,9900100,14106,2018/12/24 7:26
141905,9900500,14252,2018/12/25 6:52
142009,9900200,14251,2018/12/28 7:24
141976,9900400,13971,2018/12/26 16:42
142354,9900500,14252,2019/1/9 7:02
129287,9900200,13787,2015/11/27 7:05
130039,9900200,13726,2016/6/4 7:22
130077,9900200,12803,2016/6/24 7:09
130129,9900100,13692,2016/9/9 7:38
130924,9900100,13692,2016/12/29 7:29
130933,9900100,13692,2016/12/30 7:31
130903,9900200,13525,2016/12/28 7:11
131134,9900100,13692,2017/3/16 7:32
130922,9900100,13631,2016/12/29 7:26
142352,9900400,14252,2019/1/9 6:52
112537,300200,12177,2014/1/3 10:10
112543,300200,12230,2014/1/3 10:10
112555,300200,11891,2014/1/3 10:12
112556,300200,11891,2014/1/3 10:12
112562,300200,12129,2014/1/3 10:12
112576,300200,12083,2014/1/3 10:12
112796,300100,12254,2014/1/7 6:44
112681,300100,11399,2014/1/7 6:38
131373,9900300,14191,2017/4/26 16:51
131304,9900300,13627,2017/4/25 14:42
131305,9900300,13780,2017/4/25 14:43
131276,9900300,13546,2017/4/25 14:21
131295,9900300,13591,2017/4/25 14:38
131308,9900300,13767,2017/4/25 14:52
142311,9900100,13968,2019/1/7 7:26
142362,9900100,14313,2019/1/9 7:27
142363,9900100,14313,2019/1/9 7:27
112529,300200,12271,2014/1/3 10:10
112607,100100,11857,2014/1/6 7:31
112626,300100,12222,2014/1/7 6:31
112554,300200,12361,2014/1/3 10:11
112572,300200,12359,2014/1/3 10:12
112622,300100,12359,2014/1/7 6:28
112797,300100,12271,2014/1/7 6:44
131452,9900300,14232,2017/4/26 17:06
112715,300100,12263,2014/1/7 6:40
112716,300100,12263,2014/1/7 6:40
112742,300100,11881,2014/1/7 6:41
112760,300100,12069,2014/1/7 6:43
112761,300100,12069,2014/1/7 6:43
112966,100200,11835,2014/1/8 10:22
113080,300200,11403,2014/1/14 10:10
113096,300200,12361,2014/1/14 10:10
113365,300200,11403,2014/1/16 10:09
113414,300200,12359,2014/1/16 10:10
129575,9900300,12075,2015/12/31 14:19
129548,9900100,13570,2015/12/25 7:35
129622,9900200,12022,2016/1/15 7:25
127456,100100,11365,2014/9/29 7:32
127461,200100,12943,2014/9/29 7:37
128227,100000,12841,2015/4/1 7:24
128294,100000,12943,2015/4/7 7:24
128620,9900200,12944,2015/4/23 7:05
128636,9900200,12629,2015/4/24 7:19
128657,9900100,12841,2015/4/30 7:31
127467,200100,12944,2014/9/30 7:11
127484,200100,12946,2014/10/8 7:03
128058,100100,11792,2015/3/13 7:37
128743,200100,11620,2015/5/5 7:37
128646,9900100,11636,2015/4/30 7:27
128855,9900100,11365,2015/5/14 7:32
128828,9900100,11620,2015/5/12 7:30
128915,100100,12946,2015/5/21 7:37
128973,9900200,12872,2015/6/5 7:09
127992,100100,12946,2015/3/4 7:31
128907,200100,11636,2015/5/20 7:37
129081,9900100,11976,2015/9/22 7:29
129147,9900100,11976,2015/10/26 9:23
129230,9900100,12439,2015/11/17 7:29
129086,9900100,12022,2015/9/28 7:26
129789,9900100,13500,2016/3/23 7:29
129972,9900100,13642,2016/5/9 7:33
122494,300100,12375,2014/4/17 6:39
140730,9900400,14547,2018/11/19 7:26
140731,9900100,14547,2018/11/19 7:27
141344,9900400,14664,2018/12/7 15:58
142075,9900200,14087,2018/12/29 7:21
142316,9900200,14547,2019/1/7 7:29
127713,100100,11873,2014/12/10 7:33
127715,100100,11819,2014/12/11 7:37
127774,100100,12577,2014/12/25 7:27
127607,200100,11853,2014/11/14 7:15
127790,200100,11470,2014/12/29 7:11
127794,200100,11468,2014/12/30 7:12
127809,100100,11873,2015/1/5 7:26
127734,100100,11873,2014/12/17 7:26
127889,100100,12577,2015/1/14 7:32
127834,200100,11470,2015/1/9 7:11
128659,9900100,11458,2015/4/30 7:33
128703,9900200,11441,2015/5/5 8:14
128840,9900100,12577,2015/5/14 7:29
128856,9900100,11470,2015/5/14 7:32
128773,9900200,11441,2015/5/6 7:46
128808,9900100,11458,2015/5/11 7:29
129582,9900100,12308,2016/1/5 7:28
129675,9900100,13717,2016/2/23 7:29
129610,9900200,13717,2016/1/12 7:14
129628,9900100,12308,2016/1/18 7:29
128672,9900200,11468,2015/5/4 7:28
127509,200100,12577,2014/10/11 7:16
127548,200100,11470,2014/10/16 7:37
127562,200100,11819,2014/10/28 7:16
127564,100100,12577,2014/10/29 7:25
140471,9900100,14689,2018/11/9 7:29
128925,9900200,11468,2015/5/22 7:11
128945,9900200,11468,2015/5/26 7:18
128946,9900100,12577,2015/5/27 7:24
128999,9900100,12577,2015/6/16 7:28
128949,9900200,11468,2015/5/29 7:18
129001,9900100,12751,2015/6/17 7:15
128978,9900200,12674,2015/6/11 7:21
128985,9900100,12738,2015/6/14 7:26
128941,9900200,11457,2015/5/25 7:15
129151,9900100,12308,2015/10/27 7:31
129165,9900100,12630,2015/10/29 7:38
129245,100100,12349,2015/11/13 7:30
141405,9900100,14567,2018/12/10 7:27
141352,9900400,15946,2018/12/7 16:03
141438,9900500,14789,2018/12/11 13:23
141425,9900400,14789,2018/12/11 6:33
129167,100100,12339,2015/10/27 7:40
129265,9900100,12349,2015/11/18 7:27
129720,200200,12884,2016/3/4 16:25
130001,9900100,11930,2016/5/17 7:28
141549,9900400,14789,2018/12/14 16:32
141749,9900400,14074,2018/12/21 14:11
141523,9900400,14138,2018/12/14 7:26
141524,9900100,14138,2018/12/14 7:26
141527,9900100,14689,2018/12/14 7:26
141638,9900100,14689,2018/12/17 7:29
138836,9900400,14789,2018/9/21 6:38
138846,9900500,14789,2018/9/21 6:49
138910,9900400,14194,2018/9/21 9:45
138813,9900400,14194,2018/9/20 9:46
139302,9900400,13982,2018/9/30 6:58
139317,9900500,13950,2018/9/30 7:13
139385,9900500,13950,2018/10/8 7:11
139358,9900400,13982,2018/10/8 6:25
139461,9900400,13982,2018/10/11 6:56
139463,9900400,13950,2018/10/11 7:01
139468,9900500,13950,2018/10/11 7:08
139256,9900500,13982,2018/9/29 6:57
139487,9900200,14221,2018/10/11 9:48
139488,9900100,14221,2018/10/11 9:48
139489,9900100,14221,2018/10/11 9:48
139490,9900400,14221,2018/10/11 9:48
139374,9900500,13982,2018/10/8 6:50
130216,9900300,12523,2016/9/19 16:39
130249,9900300,12521,2016/9/19 16:42
130259,9900300,12855,2016/9/19 16:44
130277,9900300,12647,2016/9/19 16:46
130278,9900300,12647,2016/9/19 16:46
130288,9900300,12491,2016/9/19 16:48
130290,9900300,12719,2016/9/19 16:48
130297,9900300,12505,2016/9/19 16:49
130305,9900300,12849,2016/9/19 16:50
130306,9900300,12825,2016/9/19 16:51
130309,9900300,12492,2016/9/19 16:51
130990,9900100,12776,2017/1/12 7:30
131018,9900300,12533,2017/1/13 15:18
141909,9900400,13982,2018/12/25 7:02
142057,9900400,13982,2018/12/29 7:02
142155,9900100,14265,2019/1/4 7:28
142847,9900400,14911,2019/1/21 11:33
142868,9900500,14911,2019/1/21 12:27
139118,9900400,14867,2018/9/26 6:17
139119,9900500,14867,2018/9/26 6:26
139231,9900400,14600,2018/9/29 6:40
139243,9900500,14600,2018/9/29 6:49
139188,9900400,14625,2018/9/27 14:54
139349,9900400,14911,2018/9/30 15:07
139363,9900500,14600,2018/10/8 6:33
139356,9900400,14600,2018/10/8 6:24
139346,9900400,14760,2018/9/30 14:53
141817,9900500,14909,2018/12/23 11:15
141786,9900400,14909,2018/12/23 10:02
141889,9900400,14600,2018/12/25 6:24
141896,9900400,14600,2018/12/25 6:34
142241,9900500,14909,2019/1/6 11:08
129104,9900100,12229,2015/10/9 7:26
129148,9900100,12229,2015/10/27 7:28
129285,9900100,12215,2015/11/25 7:38
129943,9900100,12201,2016/5/3 7:46
131063,9900200,13890,2017/2/20 7:02
142875,9900500,14909,2019/1/21 13:18
142220,9900400,14909,2019/1/6 10:08
131220,9900300,13518,2017/4/24 11:24
131260,9900300,13518,2017/4/25 11:23
131333,9900300,14359,2017/4/26 16:47
131305,9900300,13964,2017/4/25 14:43
131347,9900300,14064,2017/4/26 16:48
131414,9900300,13975,2017/4/26 16:56
131550,9900200,13692,2017/6/1 7:29
131559,9900100,14073,2017/6/5 7:29
131570,9900100,13692,2017/6/14 7:31
131605,9900100,13692,2017/6/20 7:32
131469,9900100,13692,2017/5/3 7:28
131709,9900300,13780,2017/6/29 11:55
131709,9900300,13964,2017/6/29 11:55
131491,9900100,14073,2017/5/9 7:28
131523,9900100,13692,2017/5/22 7:29
112693,300100,12230,2014/1/7 6:39
112734,300100,12101,2014/1/7 6:41
132303,9900300,13698,2017/9/22 15:12
132308,9900300,13863,2017/9/22 15:14
132329,9900300,13943,2017/9/22 15:17
132218,9900300,13677,2017/9/22 10:45
132220,9900200,13839,2017/9/22 10:45
132221,9900300,13839,2017/9/22 10:45
132345,9900300,13743,2017/9/22 15:20
132374,9900300,13625,2017/9/22 15:41
132615,9900100,13745,2017/10/31 13:05
132405,9900100,13839,2017/10/9 7:35
132466,9900300,13691,2017/10/16 10:12
132475,9900300,13677,2017/10/16 11:06
128056,100100,12182,2015/3/13 7:37
128071,100100,12182,2015/3/17 7:25
111965,300100,11259,2014/1/2 6:44
111992,300100,11313,2014/1/2 6:46
112332,300100,11259,2014/1/3 6:44
112348,300100,11313,2014/1/3 6:45
112800,300100,11313,2014/1/7 6:44
112794,300100,11259,2014/1/7 6:44
112929,200100,11001,2014/1/13 7:16
112945,100100,11305,2014/1/13 7:31
112958,100100,11336,2014/1/6 8:16
113266,300200,11075,2014/1/15 10:11
113267,300200,10988,2014/1/15 10:11
113381,300200,10899,2014/1/16 10:09
113382,300200,10899,2014/1/16 10:09
112044,300200,12182,2014/1/2 10:03
112329,300100,11969,2014/1/3 6:44
112330,300100,11969,2014/1/3 6:44
140704,9900500,15963,2018/11/17 18:04
140717,9900400,15963,2018/11/18 11:59
141248,9900400,14367,2018/12/6 13:05
141308,9900400,15963,2018/12/7 15:42
141515,9900200,16156,2018/12/14 7:15
141564,9900400,15963,2018/12/16 9:58
141641,9900400,14367,2018/12/17 13:01
141717,9900100,14300,2018/12/20 7:28
138902,9900400,14158,2018/9/21 9:42
138951,9900400,14367,2018/9/21 12:19
141599,9900500,15963,2018/12/16 11:51
141522,9900100,14300,2018/12/14 7:26
130124,9900200,12548,2016/9/8 7:08
130237,9900300,12568,2016/9/19 16:41
130999,9900200,12793,2017/1/10 7:24
131079,9900100,12548,2017/2/23 7:28
131135,9900100,14440,2017/3/16 7:32
131201,9900100,12548,2017/4/20 7:34
130937,9900200,14440,2017/1/3 7:20
131010,9900300,12631,2017/1/13 15:14
131013,9900300,12852,2017/1/13 15:15
131179,9900100,12548,2017/3/31 7:36
131324,9900300,14215,2017/4/26 16:46
131513,9900100,12548,2017/5/18 7:28
131701,9900300,13707,2017/6/29 11:43
131586,9900200,14401,2017/6/14 7:30
131871,9900200,14413,2017/9/13 7:21
131990,9900300,13732,2017/9/21 16:32
131991,9900300,13583,2017/9/21 16:33
132045,9900300,13679,2017/9/21 16:40
132154,9900300,13500,2017/9/21 16:52
132320,9900300,13929,2017/9/22 15:15
132161,9900100,14413,2017/9/22 7:27
132224,9900300,13732,2017/9/22 11:13
132263,9900300,13679,2017/9/22 15:06
132343,9900300,13500,2017/9/22 15:20
132176,9900300,13929,2017/9/22 9:36
132177,9900300,13679,2017/9/22 9:36
132590,9900300,13500,2017/10/17 15:19
132381,9900100,14413,2017/9/26 7:31
132408,9900100,14413,2017/10/9 7:35
141487,9900500,14056,2018/12/13 17:03
142745,9900400,15933,2019/1/20 17:04
142676,9900400,14127,2019/1/19 14:55
142761,9900400,15937,2019/1/20 17:28
142782,9900500,15933,2019/1/20 17:49
142859,9900500,15937,2019/1/21 11:54
129250,9900100,12340,2015/11/16 7:27
129269,9900100,13882,2015/11/23 7:32
129741,9900200,12629,2016/3/7 7:20
129743,9900200,12340,2016/3/7 7:20
129835,9900100,12336,2016/4/7 7:28
129869,9900100,12324,2016/4/13 7:28
129938,9900200,12333,2016/5/3 7:06
129873,9900200,12336,2016/4/14 7:23
141770,9900500,15937,2018/12/23 8:41
141772,9900400,15957,2018/12/23 8:41
141775,9900500,15957,2018/12/23 8:57
141482,9900400,15937,2018/12/13 15:43
141765,9900400,15937,2018/12/23 8:26
141781,9900500,15933,2018/12/23 9:32
141829,9900500,15933,2018/12/23 11:49
138909,9900400,13599,2018/9/21 9:44
139021,9900400,13599,2018/9/21 15:22
139027,9900400,14242,2018/9/21 15:32
139116,9900400,14750,2018/9/25 20:28
139009,9900400,14104,2018/9/21 15:17
139020,9900400,13685,2018/9/21 15:22
139216,9900400,13685,2018/9/28 9:21
139026,9900400,14138,2018/9/21 15:31
139214,9900100,14689,2018/9/28 7:27
135620,9900400,13907,2018/4/28 13:39
135719,9900500,13536,2018/5/3 7:55
135796,9900500,13785,2018/5/3 8:31
116981,300200,11612,2014/3/17 10:07
116982,300200,11621,2014/3/17 10:07
116993,300200,11458,2014/3/17 10:08
117047,300200,12070,2014/3/17 10:09
117071,300200,12195,2014/3/17 10:11
117072,300200,12195,2014/3/17 10:11
117673,300100,11902,2014/3/21 6:28
127651,100100,12031,2014/11/25 7:33
127627,200100,11914,2014/11/21 7:12
127741,100100,11923,2014/12/18 7:27
127724,100100,12446,2014/12/15 7:27
127730,200100,12274,2014/12/17 7:14
127784,100100,12884,2014/12/23 7:28
127795,100100,11923,2014/12/30 7:26
127813,200100,11914,2015/1/6 7:05
136318,9900400,14355,2018/5/11 14:50
136619,9900400,13907,2018/5/18 12:52
129198,9900100,13532,2015/11/12 7:29
129210,9900100,13532,2015/11/16 7:29
129242,100100,13532,2015/11/13 7:30
129407,200100,13532,2015/12/11 7:22
129597,9900200,13782,2016/1/8 7:19
129678,9900100,12566,2016/2/23 8:12
129626,9900100,13532,2016/1/18 7:28
127275,300100,12051,2014/6/19 6:41
127443,100100,12031,2014/9/22 7:29
127435,100100,12248,2014/9/22 7:28
127439,200100,12031,2014/9/22 7:29
128224,100100,12446,2015/3/31 7:32
128234,100100,12607,2015/4/3 7:25
128299,100100,11923,2015/4/7 7:25
128317,100100,12248,2015/4/7 7:36
128546,9900100,12607,2015/4/17 6:22
128572,9900100,11923,2015/4/20 7:27
128664,200100,11914,2015/4/30 7:37
127500,200100,11977,2014/10/11 7:10
127501,200100,12446,2014/10/11 7:13
136236,9900500,14214,2018/5/11 11:57
137074,9900200,14355,2018/5/25 7:34
137093,9900400,14827,2018/5/28 6:52
140644,9900400,14483,2018/11/16 15:42
140443,9900400,14483,2018/11/9 6:43
140446,9900500,14481,2018/11/9 6:47
140477,9900100,14466,2018/11/9 7:30
142552,9900100,15504,2019/1/17 7:26
138771,9900400,14483,2018/9/20 6:34
141162,9900400,14483,2018/12/3 6:37
141163,9900500,14483,2018/12/3 6:50
139319,9900200,13599,2018/9/30 7:15
139225,9900400,14750,2018/9/28 19:31
139416,9900400,14750,2018/10/9 19:30
141916,9900200,14056,2018/12/25 7:24
141857,9900500,15957,2018/12/23 12:42
141983,9900200,13599,2018/12/27 7:25
141777,9900400,15933,2018/12/23 9:09
141806,9900400,15933,2018/12/23 10:35
141843,9900400,15957,2018/12/23 12:09
142186,9900400,15957,2019/1/5 17:32
142208,9900500,15937,2019/1/6 8:45
142212,9900500,15957,2019/1/6 8:54
129911,9900100,12324,2016/4/21 7:26
129958,9900200,12316,2016/5/9 7:03
130081,9900200,12626,2016/6/24 7:24
130291,9900300,12706,2016/9/19 16:48
130941,9900200,13529,2017/1/4 7:04
130952,9900200,14413,2017/1/6 7:06
130912,9900100,13023,2016/12/27 7:52
131057,9900100,12949,2017/2/17 7:28
130876,9900100,12899,2016/12/20 7:30
142190,9900500,15957,2019/1/5 18:24
142195,9900400,15937,2019/1/6 8:29
142198,9900400,15957,2019/1/6 8:31
142203,9900500,15933,2019/1/6 8:36
142191,9900400,15933,2019/1/6 8:11
142810,9900500,15937,2019/1/20 18:47
142837,9900400,15937,2019/1/21 11:16
142883,9900400,15957,2019/1/24 17:50
142885,9900500,15957,2019/1/24 19:05
142280,9900500,15957,2019/1/6 12:52
142270,9900400,15957,2019/1/6 12:16
131168,9900200,12983,2017/3/29 7:14
131167,9900200,13529,2017/3/29 7:06
131094,9900100,13023,2017/3/2 13:53
131269,9900300,12617,2017/4/25 11:51
131506,9900100,12994,2017/5/12 7:28
132520,9900300,13732,2017/10/17 11:35
132540,9900300,13679,2017/10/17 15:05
112704,300100,11943,2014/1/7 6:40
112807,300100,12375,2014/1/7 6:45
112996,300200,11943,2014/1/14 10:06
113207,300200,11943,2014/1/15 10:07
113383,300200,11782,2014/1/16 10:09
113400,300200,11736,2014/1/16 10:10
113444,300200,11943,2014/1/16 10:11
114033,300100,11736,2014/2/24 6:44
130050,9900200,12944,2016/6/14 7:39
142667,9900400,14071,2019/1/19 12:35
138931,9900400,14273,2018/9/21 11:37
139030,9900400,15506,2018/9/21 15:40
141551,9900100,14164,2018/12/14 16:42
141521,9900200,16162,2018/12/14 7:25
141959,9900100,16162,2018/12/26 7:28
141975,9900400,14071,2018/12/26 16:30
141526,9900200,14708,2018/12/14 7:26
141684,9900100,16092,2018/12/19 7:26
141858,9900500,15963,2018/12/23 13:08
141971,9900400,14367,2018/12/26 14:42
141990,9900400,14367,2018/12/27 13:04
141823,9900500,15963,2018/12/23 11:42
139151,9900400,14708,2018/9/26 7:32
129031,9900100,11891,2015/9/2 7:31
128931,9900100,11399,2015/5/22 7:29
129730,9900100,13770,2016/3/10 7:28
129886,9900100,11880,2016/4/15 7:32
129942,9900100,13770,2016/5/3 7:31
129939,9900200,12088,2016/5/3 7:11
130150,9900300,12475,2016/9/19 15:07
130209,9900300,12803,2016/9/19 16:38
130268,9900300,12535,2016/9/19 16:45
130269,9900300,12535,2016/9/19 16:45
130270,9900300,12535,2016/9/19 16:45
130271,9900300,12535,2016/9/19 16:45
130943,9900100,12881,2017/1/4 7:37
142033,9900400,14614,2018/12/28 12:50
142039,9900400,14529,2018/12/28 13:17
142217,9900400,14912,2019/1/6 9:48
142333,9900200,16108,2019/1/8 7:14
142264,9900500,14912,2019/1/6 12:01
142347,9900400,14614,2019/1/8 14:52
142381,9900400,14614,2019/1/9 15:57
142309,9900200,14300,2019/1/7 7:20
142388,9900400,14708,2019/1/9 20:19
142385,9900400,14592,2019/1/9 19:44
131217,9900300,14038,2017/4/24 11:15
131293,9900300,13720,2017/4/25 14:37
131374,9900300,14161,2017/4/26 16:51
131338,9900300,14078,2017/4/26 16:47
131377,9900300,14325,2017/4/26 16:52
131556,9900200,12476,2017/6/2 7:20
131629,9900300,13779,2017/6/28 11:06
131710,9900300,13779,2017/6/29 11:56
131900,9900300,13935,2017/9/21 9:36
132057,9900300,13520,2017/9/21 16:41
132081,9900300,13744,2017/9/21 16:42
132322,9900300,13574,2017/9/22 15:16
132326,9900300,13817,2017/9/22 15:16
132261,9900300,13520,2017/9/22 15:06
132262,9900300,13520,2017/9/22 15:06
132278,9900300,13744,2017/9/22 15:08
132379,9900100,14073,2017/9/25 7:26
139075,9900500,15910,2018/9/23 10:34
139082,9900500,15910,2018/9/23 18:14
139096,9900500,15910,2018/9/24 15:26
139049,9900400,15910,2018/9/22 10:18
139070,9900400,15910,2018/9/23 9:48
139092,9900400,15910,2018/9/24 10:58
139059,9900400,15910,2018/9/22 16:44
142118,9900100,14164,2019/1/2 7:27
142015,9900400,14277,2018/12/28 10:38
130194,9900300,12872,2016/9/19 16:36
130212,9900300,12841,2016/9/19 16:38
131222,9900300,13882,2017/4/24 11:35
142046,9900400,14377,2018/12/28 16:41
130949,9900100,14280,2017/1/5 7:35
131318,9900300,14280,2017/4/26 16:45
